[Header]
Application Name	LabSolutions
15.25333	-4837
15.26400	-4840
15.27467	-4842
15.28533	-4846
15.29600	-4849
15.30667	-4853
15.31733	-4856
15.32800	-4859
15.33867	-4862
15.34933	-4865
15.36000	-4868
15.37067	-4873
15.38133	-4876
15.39200	-4879
15.40267	-4881
15.41333	-4883
15.42400	-4886
15.43467	-4890
15.44533	-4894
15.45600	-4898
15.46667	-4901
15.47733	-4904
15.48800	-4908
15.49867	-4912
15.50933	-4916
15.52000	-4920
15.53067	-4924
15.54133	-4927
15.55200	-4930
15.56267	-4933
15.57333	-4936
15.58400	-4939
15.59467	-4941
15.60533	-4943
15.61600	-4946
15.62667	-4948
15.63733	-4950
15.64800	-4954
15.65867	-4957
15.66933	-4960
15.68000	-4964
15.69067	-4966
15.70133	-4968
15.71200	-4971
15.72267	-4975
15.73333	-4977
15.74400	-4980
15.75467	-4983
15.76533	-4985
15.77600	-4988
15.78667	-4990
15.79733	-4991
15.80800	-4994
15.81867	-4996
15.82933	-4998
15.84000	-5000
15.85067	-5002
15.86133	-5004
15.87200	-5005
15.88267	-5008
15.89333	-5010
15.90400	-5011
15.91467	-5013
15.92533	-5014
15.93600	-5015
15.94667	-5015
15.95733	-5015
15.96800	-5014
15.97867	-5013
15.98933	-5013
16.00000	-5010
16.01067	-5006
16.02133	-5001
16.03200	-4996
16.04267	-4992
16.05333	-4986
16.06400	-4979
16.07467	-4971
16.08533	-4963
16.09600	-4955
16.10667	-4946
16.11733	-4938
16.12800	-4930
16.13867	-4921
16.14933	-4914
16.16000	-4908
16.17067	-4902
16.18133	-4897
16.19200	-4893
16.20267	-4890
16.21333	-4888
16.22400	-4888
16.23467	-4889
16.24533	-4892
16.25600	-4897
16.26667	-4904
16.27733	-4911
16.28800	-4920
16.29867	-4930
16.30933	-4940
16.32000	-4951
16.33067	-4963
16.34133	-4975
16.35200	-4986
16.36267	-4998
16.37333	-5008
16.38400	-5018
16.39467	-5026
16.40533	-5030
16.41600	-5031
16.42667	-5030
16.43733	-5024
16.44800	-5012
16.45867	-4992
16.46933	-4963
16.48000	-4923
16.49067	-4869
16.50133	-4800
16.51200	-4711
16.52267	-4601
16.53333	-4465
16.54400	-4298
16.55467	-4096
16.56533	-3857
16.57600	-3576
16.58667	-3246
16.59733	-2866
16.60800	-2431
16.61867	-1941
16.62933	-1392
16.64000	-784
16.65067	-121
16.66133	598
16.67200	1365
16.68267	2176
16.69333	3022
16.70400	3893
16.71467	4775
16.72533	5656
16.73600	6521
16.74667	7354
16.75733	8138
16.76800	8860
16.77867	9504
16.78933	10057
16.80000	10507
16.81067	10845
16.82133	11062
16.83200	11155
16.84267	11123
16.85333	10969
16.86400	10695
16.87467	10310
16.88533	9824
16.89600	9248
16.90667	8593
16.91733	7874
16.92800	7106
16.93867	6304
16.94933	5482
16.96000	4651
16.97067	3825
16.98133	3016
16.99200	2233
17.00267	1481
17.01333	767
17.02400	99
17.03467	-523
17.04533	-1098
17.05600	-1623
17.06667	-2098
17.07733	-2526
17.08800	-2908
17.09867	-3247
17.10933	-3547
17.12000	-3810
17.13067	-4039
17.14133	-4239
17.15200	-4412
17.16267	-4560
17.17333	-4687
17.18400	-4794
17.19467	-4887
17.20533	-4967
17.21600	-5034
17.22667	-5091
17.23733	-5139
17.24800	-5180
17.25867	-5215
17.26933	-5245
17.28000	-5270
17.29067	-5291
17.30133	-5310
17.31200	-5325
17.32267	-5338
17.33333	-5350
17.34400	-5361
17.35467	-5371
17.36533	-5380
17.37600	-5387
17.38667	-5394
17.39733	-5400
17.40800	-5406
17.41867	-5410
17.42933	-5415
17.44000	-5419
17.45067	-5423
17.46133	-5426
17.47200	-5430
17.48267	-5434
17.49333	-5437
17.50400	-5440
17.51467	-5444
17.52533	-5449
17.53600	-5453
17.54667	-5455
17.55733	-5458
17.56800	-5460
17.57867	-5462
17.58933	-5464
17.60000	-5467
17.61067	-5470
17.62133	-5472
17.63200	-5473
17.64267	-5475
17.65333	-5479
17.66400	-5482
17.67467	-5484
17.68533	-5486
17.69600	-5488
17.70667	-5490
17.71733	-5494
17.72800	-5498
17.73867	-5501
17.74933	-5506
17.76000	-5510
17.77067	-5515
17.78133	-5518
17.79200	-5522
17.80267	-5526
17.81333	-5531
17.82400	-5536
17.83467	-5541
17.84533	-5545
17.85600	-5548
17.86667	-5552
17.87733	-5553
17.88800	-5555
17.89867	-5557
17.90933	-5559
17.92000	-5560
17.93067	-5561
17.94133	-5561
17.95200	-5559
17.96267	-5555
17.97333	-5550
17.98400	-5545
17.99467	-5537
18.00533	-5526
18.01600	-5512
18.02667	-5493
18.03733	-5470
18.04800	-5438
18.05867	-5400
18.06933	-5352
18.08000	-5294
18.09067	-5223
18.10133	-5135
18.11200	-5029
18.12267	-4902
18.13333	-4752
18.14400	-4575
18.15467	-4367
18.16533	-4125
18.17600	-3847
18.18667	-3529
18.19733	-3166
18.20800	-2759
18.21867	-2305
18.22933	-1802
18.24000	-1251
18.25067	-652
18.26133	-4
18.27200	688
18.28267	1420
18.29333	2187
18.30400	2984
18.31467	3800
18.32533	4628
18.33600	5459
18.34667	6281
18.35733	7083
18.36800	7853
18.37867	8580
18.38933	9249
18.40000	9852
18.41067	10379
18.42133	10823
18.43200	11175
18.44267	11429
18.45333	11584
18.46400	11635
18.47467	11584
18.48533	11433
18.49600	11186
18.50667	10847
18.51733	10425
18.52800	9927
18.53867	9363
18.54933	8740
18.56000	8069
18.57067	7360
18.58133	6624
18.59200	5871
18.60267	5108
18.61333	4346
18.62400	3593
18.63467	2856
18.64533	2139
18.65600	1450
18.66667	793
18.67733	169
18.68800	-419
18.69867	-968
18.70933	-1477
18.72000	-1947
18.73067	-2378
18.74133	-2772
18.75200	-3129
18.76267	-3451
18.77333	-3741
18.78400	-3999
18.79467	-4229
18.80533	-4434
18.81600	-4614
18.82667	-4772
18.83733	-4910
18.84800	-5032
18.85867	-5138
18.86933	-5231
18.88000	-5311
18.89067	-5381
18.90133	-5441
18.91200	-5493
18.92267	-5537
18.93333	-5577
18.94400	-5611
18.95467	-5641
18.96533	-5667
18.97600	-5690
18.98667	-5710
18.99733	-5727
19.00800	-5742
19.01867	-5757
19.02933	-5770
19.04000	-5780
19.05067	-5790
19.06133	-5799
19.07200	-5807
19.08267	-5814
19.09333	-5821
19.10400	-5827
19.11467	-5834
19.12533	-5839
19.13600	-5844
19.14667	-5849
19.15733	-5854
19.16800	-5859
19.17867	-5863
19.18933	-5867
19.20000	-5871
19.21067	-5874
19.22133	-5879
19.23200	-5883
19.24267	-5888
19.25333	-5892
19.26400	-5895
19.27467	-5899
19.28533	-5902
19.29600	-5906
19.30667	-5910
19.31733	-5914
19.32800	-5918
19.33867	-5922
19.34933	-5927
19.36000	-5932
19.37067	-5934
19.38133	-5937
19.39200	-5939
19.40267	-5941
19.41333	-5944
19.42400	-5947
19.43467	-5949
19.44533	-5951
19.45600	-5953
19.46667	-5955
19.47733	-5959
19.48800	-5960
19.49867	-5962
19.50933	-5965
19.52000	-5968
19.53067	-5971
19.54133	-5974
19.55200	-5977
19.56267	-5981
19.57333	-5984
19.58400	-5986
19.59467	-5989
19.60533	-5992
19.61600	-5994
19.62667	-5998
19.63733	-6001
19.64800	-6005
19.65867	-6009
19.66933	-6011
19.68000	-6013
19.69067	-6016
19.70133	-6018
19.71200	-6020
19.72267	-6023
19.73333	-6026
19.74400	-6030
19.75467	-6033
19.76533	-6035
19.77600	-6038
19.78667	-6042
19.79733	-6045
19.80800	-6047
19.81867	-6049
19.82933	-6052
19.84000	-6053
19.85067	-6054
19.86133	-6056
19.87200	-6058
19.88267	-6060
19.89333	-6063
19.90400	-6065
19.91467	-6068
19.92533	-6070
19.93600	-6073
19.94667	-6076
19.95733	-6079
19.96800	-6082
19.97867	-6084
19.98933	-6087
20.00000	-6090
20.01067	-6091
20.02133	-6094
20.03200	-6097
20.04267	-6100
20.05333	-6103
20.06400	-6106
20.07467	-6108
20.08533	-6111
20.09600	-6114
20.10667	-6116
20.11733	-6119
20.12800	-6120
20.13867	-6121
20.14933	-6122
20.16000	-6123
20.17067	-6124
20.18133	-6127
20.19200	-6129
20.20267	-6132
20.21333	-6134
20.22400	-6136
20.23467	-6138
20.24533	-6141
20.25600	-6142
20.26667	-6144
20.27733	-6147
20.28800	-6151
20.29867	-6153
20.30933	-6156
20.32000	-6159
20.33067	-6162
20.34133	-6165
20.35200	-6167
20.36267	-6170
20.37333	-6174
20.38400	-6177
20.39467	-6180
20.40533	-6183
20.41600	-6186
20.42667	-6189
20.43733	-6192
20.44800	-6196
20.45867	-6200
20.46933	-6202
20.48000	-6204
20.49067	-6207
20.50133	-6209
20.51200	-6212
20.52267	-6216
20.53333	-6220
20.54400	-6224
20.55467	-6228
20.56533	-6232
20.57600	-6234
20.58667	-6235
20.59733	-6238
20.60800	-6241
20.61867	-6244
20.62933	-6247
20.64000	-6250
20.65067	-6253
20.66133	-6256
20.67200	-6258
20.68267	-6261
20.69333	-6264
20.70400	-6267
20.71467	-6269
20.72533	-6272
20.73600	-6275
20.74667	-6278
20.75733	-6279
20.76800	-6282
20.77867	-6285
20.78933	-6288
20.80000	-6290
20.81067	-6293
20.82133	-6295
20.83200	-6296
20.84267	-6298
20.85333	-6300
20.86400	-6302
20.87467	-6304
20.88533	-6307
20.89600	-6310
20.90667	-6312
20.91733	-6313
20.92800	-6317
20.93867	-6321
20.94933	-6323
20.96000	-6325
20.97067	-6327
20.98133	-6329
20.99200	-6332
21.00267	-6335
21.01333	-6337
21.02400	-6339
21.03467	-6342
21.04533	-6345
21.05600	-6348
21.06667	-6351
21.07733	-6354
21.08800	-6357
21.09867	-6359
21.10933	-6361
21.12000	-6364
21.13067	-6367
21.14133	-6370
21.15200	-6373
21.16267	-6375
21.17333	-6376
21.18400	-6378
21.19467	-6381
21.20533	-6384
21.21600	-6388
21.22667	-6390
21.23733	-6392
21.24800	-6395
21.25867	-6398
21.26933	-6402
21.28000	-6405
21.29067	-6407
21.30133	-6409
21.31200	-6413
21.32267	-6416
21.33333	-6419
21.34400	-6422
21.35467	-6424
21.36533	-6426
21.37600	-6429
21.38667	-6432
21.39733	-6434
21.40800	-6436
21.41867	-6438
21.42933	-6441
21.44000	-6443
21.45067	-6445
21.46133	-6447
21.47200	-6449
21.48267	-6452
21.49333	-6453
21.50400	-6455
21.51467	-6457
21.52533	-6458
21.53600	-6460
21.54667	-6461
21.55733	-6463
21.56800	-6465
21.57867	-6467
21.58933	-6470
21.60000	-6473
21.61067	-6477
21.62133	-6480
21.63200	-6484
21.64267	-6486
21.65333	-6489
21.66400	-6493
21.67467	-6496
21.68533	-6500
21.69600	-6503
21.70667	-6505
21.71733	-6508
21.72800	-6512
21.73867	-6515
21.74933	-6518
21.76000	-6520
21.77067	-6523
21.78133	-6526
21.79200	-6529
21.80267	-6532
21.81333	-6535
21.82400	-6537
21.83467	-6540
21.84533	-6543
21.85600	-6546
21.86667	-6550
21.87733	-6552
21.88800	-6554
21.89867	-6555
21.90933	-6558
21.92000	-6560
21.93067	-6562
21.94133	-6564
21.95200	-6566
21.96267	-6568
21.97333	-6570
21.98400	-6572
21.99467	-6575
22.00533	-6578
22.01600	-6582
22.02667	-6585
22.03733	-6587
22.04800	-6589
22.05867	-6592
22.06933	-6595
22.08000	-6597
22.09067	-6600
22.10133	-6602
22.11200	-6606
22.12267	-6609
22.13333	-6611
22.14400	-6612
22.15467	-6614
22.16533	-6616
22.17600	-6619
22.18667	-6623
22.19733	-6626
22.20800	-6628
22.21867	-6630
22.22933	-6631
22.24000	-6634
22.25067	-6637
22.26133	-6639
22.27200	-6640
22.28267	-6643
22.29333	-6645
22.30400	-6647
22.31467	-6649
22.32533	-6652
22.33600	-6654
22.34667	-6657
22.35733	-6660
22.36800	-6664
22.37867	-6667
22.38933	-6670
22.40000	-6674
22.41067	-6677
22.42133	-6681
22.43200	-6684
22.44267	-6687
22.45333	-6691
22.46400	-6694
22.47467	-6697
22.48533	-6701
22.49600	-6705
22.50667	-6707
22.51733	-6710
22.52800	-6712
22.53867	-6714
22.54933	-6717
22.56000	-6721
22.57067	-6724
22.58133	-6726
22.59200	-6729
22.60267	-6730
22.61333	-6732
22.62400	-6736
22.63467	-6739
22.64533	-6742
22.65600	-6745
22.66667	-6748
22.67733	-6751
22.68800	-6754
22.69867	-6756
22.70933	-6759
22.72000	-6762
22.73067	-6763
22.74133	-6766
22.75200	-6769
22.76267	-6772
22.77333	-6775
22.78400	-6778
22.79467	-6780
22.80533	-6782
22.81600	-6785
22.82667	-6788
22.83733	-6790
22.84800	-6792
22.85867	-6794
22.86933	-6798
22.88000	-6802
22.89067	-6804
22.90133	-6806
22.91200	-6808
22.92267	-6812
22.93333	-6815
22.94400	-6818
22.95467	-6821
22.96533	-6824
22.97600	-6826
22.98667	-6829
22.99733	-6832
23.00800	-6834
23.01867	-6835
23.02933	-6837
23.04000	-6840
23.05067	-6844
23.06133	-6847
23.07200	-6850
23.08267	-6853
23.09333	-6855
23.10400	-6856
23.11467	-6859
23.12533	-6862
23.13600	-6864
23.14667	-6867
23.15733	-6869
23.16800	-6872
23.17867	-6875
23.18933	-6878
23.20000	-6881
23.21067	-6883
23.22133	-6886
23.23200	-6888
23.24267	-6891
23.25333	-6893
23.26400	-6896
23.27467	-6899
23.28533	-6902
23.29600	-6905
23.30667	-6908
23.31733	-6911
23.32800	-6914
23.33867	-6917
23.34933	-6920
23.36000	-6923
23.37067	-6926
23.38133	-6928
23.39200	-6930
23.40267	-6933
23.41333	-6936
23.42400	-6938
23.43467	-6940
23.44533	-6942
23.45600	-6944
23.46667	-6946
23.47733	-6948
23.48800	-6950
23.49867	-6952
23.50933	-6954
23.52000	-6955
23.53067	-6956
23.54133	-6957
23.55200	-6959
23.56267	-6962
23.57333	-6964
23.58400	-6965
23.59467	-6966
23.60533	-6968
23.61600	-6969
23.62667	-6970
23.63733	-6971
23.64800	-6974
23.65867	-6977
23.66933	-6979
23.68000	-6981
23.69067	-6983
23.70133	-6986
23.71200	-6989
23.72267	-6992
23.73333	-6996
23.74400	-6999
23.75467	-7001
23.76533	-7003
23.77600	-7005
23.78667	-7009
23.79733	-7013
23.80800	-7016
23.81867	-7020
23.82933	-7024
23.84000	-7026
23.85067	-7028
23.86133	-7031
23.87200	-7034
23.88267	-7037
23.89333	-7040
23.90400	-7043
23.91467	-7046
23.92533	-7048
23.93600	-7050
23.94667	-7053
23.95733	-7055
23.96800	-7058
23.97867	-7061
23.98933	-7064
24.00000	-7067
24.01067	-7069
24.02133	-7071
24.03200	-7073
24.04267	-7076
24.05333	-7078
24.06400	-7082
24.07467	-7085
24.08533	-7088
24.09600	-7091
24.10667	-7093
24.11733	-7097
24.12800	-7099
24.13867	-7102
24.14933	-7105
24.16000	-7107
24.17067	-7111
24.18133	-7113
24.19200	-7115
24.20267	-7118
24.21333	-7121
24.22400	-7123
24.23467	-7124
24.24533	-7127
24.25600	-7130
24.26667	-7134
24.27733	-7137
24.28800	-7139
24.29867	-7141
24.30933	-7145
24.32000	-7149
24.33067	-7152
24.34133	-7155
24.35200	-7158
24.36267	-7161
24.37333	-7165
24.38400	-7167
24.39467	-7169
24.40533	-7172
24.41600	-7174
24.42667	-7177
24.43733	-7179
24.44800	-7180
24.45867	-7182
24.46933	-7184
24.48000	-7187
24.49067	-7188
24.50133	-7190
24.51200	-7193
24.52267	-7195
24.53333	-7197
24.54400	-7199
24.55467	-7202
24.56533	-7206
24.57600	-7209
24.58667	-7212
24.59733	-7215
24.60800	-7219
24.61867	-7223
24.62933	-7225
24.64000	-7228
24.65067	-7231
24.66133	-7233
24.67200	-7236
24.68267	-7239
24.69333	-7241
24.70400	-7243
24.71467	-7245
24.72533	-7248
24.73600	-7252
24.74667	-7256
24.75733	-7259
24.76800	-7261
24.77867	-7265
24.78933	-7269
24.80000	-7272
24.81067	-7276
24.82133	-7280
24.83200	-7283
24.84267	-7286
24.85333	-7289
24.86400	-7292
24.87467	-7295
24.88533	-7297
24.89600	-7300
24.90667	-7303
24.91733	-7307
24.92800	-7311
24.93867	-7313
24.94933	-7316
24.96000	-7320
24.97067	-7323
24.98133	-7325
24.99200	-7330
25.00267	-7334
25.01333	-7336
25.02400	-7338
25.03467	-7340
25.04533	-7342
25.05600	-7345
25.06667	-7347
25.07733	-7348
25.08800	-7350
25.09867	-7354
25.10933	-7358
25.12000	-7360
25.13067	-7364
25.14133	-7367
25.15200	-7369
25.16267	-7372
25.17333	-7376
25.18400	-7380
25.19467	-7383
25.20533	-7385
25.21600	-7386
25.22667	-7387
25.23733	-7388
25.24800	-7389
25.25867	-7390
25.26933	-7391
25.28000	-7392
25.29067	-7394
25.30133	-7395
25.31200	-7395
25.32267	-7396
25.33333	-7397
25.34400	-7398
25.35467	-7400
25.36533	-7402
25.37600	-7404
25.38667	-7406
25.39733	-7409
25.40800	-7412
25.41867	-7417
25.42933	-7419
25.44000	-7422
25.45067	-7425
25.46133	-7428
25.47200	-7432
25.48267	-7436
25.49333	-7438
25.50400	-7442
25.51467	-7445
25.52533	-7447
25.53600	-7450
25.54667	-7453
25.55733	-7454
25.56800	-7457
25.57867	-7459
25.58933	-7460
25.60000	-7463
25.61067	-7465
25.62133	-7467
25.63200	-7469
25.64267	-7472
25.65333	-7475
25.66400	-7477
25.67467	-7479
25.68533	-7482
25.69600	-7485
25.70667	-7488
25.71733	-7491
25.72800	-7496
25.73867	-7499
25.74933	-7501
25.76000	-7504
25.77067	-7507
25.78133	-7511
25.79200	-7514
25.80267	-7517
25.81333	-7520
25.82400	-7523
25.83467	-7526
25.84533	-7529
25.85600	-7532
25.86667	-7534
25.87733	-7537
25.88800	-7538
25.89867	-7540
25.90933	-7542
25.92000	-7544
25.93067	-7546
25.94133	-7549
25.95200	-7552
25.96267	-7554
25.97333	-7556
25.98400	-7558
25.99467	-7561
26.00533	-7565
26.01600	-7568
26.02667	-7571
26.03733	-7574
26.04800	-7577
26.05867	-7579
26.06933	-7582
26.08000	-7584
26.09067	-7586
26.10133	-7589
26.11200	-7593
26.12267	-7596
26.13333	-7599
26.14400	-7602
26.15467	-7606
26.16533	-7608
26.17600	-7610
26.18667	-7612
26.19733	-7615
26.20800	-7619
26.21867	-7621
26.22933	-7623
26.24000	-7625
26.25067	-7627
26.26133	-7630
26.27200	-7634
26.28267	-7637
26.29333	-7639
26.30400	-7641
26.31467	-7643
26.32533	-7645
26.33600	-7647
26.34667	-7649
26.35733	-7651
26.36800	-7654
26.37867	-7657
26.38933	-7660
26.40000	-7664
26.41067	-7667
26.42133	-7669
26.43200	-7670
26.44267	-7674
26.45333	-7678
26.46400	-7682
26.47467	-7685
26.48533	-7688
26.49600	-7691
26.50667	-7694
26.51733	-7697
26.52800	-7700
26.53867	-7703
26.54933	-7706
26.56000	-7708
26.57067	-7710
26.58133	-7713
26.59200	-7715
26.60267	-7716
26.61333	-7719
26.62400	-7722
26.63467	-7725
26.64533	-7727
26.65600	-7731
26.66667	-7734
26.67733	-7737
26.68800	-7740
26.69867	-7742
26.70933	-7745
26.72000	-7748
26.73067	-7751
26.74133	-7753
26.75200	-7755
26.76267	-7759
26.77333	-7763
26.78400	-7765
26.79467	-7767
26.80533	-7769
26.81600	-7771
26.82667	-7773
26.83733	-7775
26.84800	-7777
26.85867	-7780
26.86933	-7783
26.88000	-7786
26.89067	-7790
26.90133	-7793
26.91200	-7795
26.92267	-7798
26.93333	-7800
26.94400	-7803
26.95467	-7805
26.96533	-7806
26.97600	-7808
26.98667	-7809
26.99733	-7811
27.00800	-7813
27.01867	-7815
27.02933	-7817
27.04000	-7819
27.05067	-7822
27.06133	-7825
27.07200	-7828
27.08267	-7832
27.09333	-7834
27.10400	-7836
27.11467	-7839
27.12533	-7842
27.13600	-7846
27.14667	-7849
27.15733	-7852
27.16800	-7855
27.17867	-7858
27.18933	-7861
27.20000	-7863
27.21067	-7865
27.22133	-7866
27.23200	-7869
27.24267	-7871
27.25333	-7873
27.26400	-7876
27.27467	-7878
27.28533	-7880
27.29600	-7882
27.30667	-7885
27.31733	-7888
27.32800	-7891
27.33867	-7894
27.34933	-7897
27.36000	-7900
27.37067	-7903
27.38133	-7906
27.39200	-7909
27.40267	-7912
27.41333	-7914
27.42400	-7915
27.43467	-7917
27.44533	-7919
27.45600	-7920
27.46667	-7922
27.47733	-7923
27.48800	-7924
27.49867	-7926
27.50933	-7929
27.52000	-7931
27.53067	-7933
27.54133	-7935
27.55200	-7937
27.56267	-7939
27.57333	-7941
27.58400	-7943
27.59467	-7946
27.60533	-7949
27.61600	-7951
27.62667	-7954
27.63733	-7958
27.64800	-7962
27.65867	-7965
27.66933	-7969
27.68000	-7972
27.69067	-7974
27.70133	-7978
27.71200	-7983
27.72267	-7987
27.73333	-7991
27.74400	-7995
27.75467	-7999
27.76533	-8003
27.77600	-8006
27.78667	-8009
27.79733	-8012
27.80800	-8016
27.81867	-8018
27.82933	-8021
27.84000	-8024
27.85067	-8026
27.86133	-8028
27.87200	-8031
27.88267	-8033
27.89333	-8035
27.90400	-8036
27.91467	-8036
27.92533	-8037
27.93600	-8038
27.94667	-8039
27.95733	-8042
27.96800	-8044
27.97867	-8047
27.98933	-8048
28.00000	-8050
28.01067	-8053
28.02133	-8056
28.03200	-8059
28.04267	-8062
28.05333	-8064
28.06400	-8066
28.07467	-8069
28.08533	-8072
28.09600	-8075
28.10667	-8077
28.11733	-8081
28.12800	-8085
28.13867	-8089
28.14933	-8093
28.16000	-8096
28.17067	-8099
28.18133	-8102
28.19200	-8104
28.20267	-8106
28.21333	-8108
28.22400	-8111
28.23467	-8115
28.24533	-8118
28.25600	-8122
28.26667	-8125
28.27733	-8127
28.28800	-8129
28.29867	-8131
28.30933	-8135
28.32000	-8138
28.33067	-8140
28.34133	-8142
28.35200	-8145
28.36267	-8148
28.37333	-8150
28.38400	-8153
28.39467	-8156
28.40533	-8158
28.41600	-8160
28.42667	-8163
28.43733	-8166
28.44800	-8167
28.45867	-8169
28.46933	-8171
28.48000	-8173
28.49067	-8175
28.50133	-8176
28.51200	-8178
28.52267	-8179
28.53333	-8181
28.54400	-8184
28.55467	-8187
28.56533	-8192
28.57600	-8195
28.58667	-8197
28.59733	-8199
28.60800	-8203
28.61867	-8206
28.62933	-8209
28.64000	-8212
28.65067	-8216
28.66133	-8220
28.67200	-8222
28.68267	-8225
28.69333	-8228
28.70400	-8232
28.71467	-8236
28.72533	-8240
28.73600	-8243
28.74667	-8244
28.75733	-8247
28.76800	-8249
28.77867	-8251
28.78933	-8253
28.80000	-8254
28.81067	-8253
28.82133	-8253
28.83200	-8253
28.84267	-8255
28.85333	-8256
28.86400	-8257
28.87467	-8258
28.88533	-8258
28.89600	-8259
28.90667	-8260
28.91733	-8261
28.92800	-8260
28.93867	-8260
28.94933	-8260
28.96000	-8259
28.97067	-8260
28.98133	-8260
28.99200	-8259
29.00267	-8258
29.01333	-8256
29.02400	-8254
29.03467	-8251
29.04533	-8247
29.05600	-8244
29.06667	-8240
29.07733	-8236
29.08800	-8231
29.09867	-8226
29.10933	-8219
29.12000	-8213
29.13067	-8208
29.14133	-8202
29.15200	-8195
29.16267	-8187
29.17333	-8178
29.18400	-8170
29.19467	-8162
29.20533	-8154
29.21600	-8146
29.22667	-8138
29.23733	-8129
29.24800	-8121
29.25867	-8113
29.26933	-8105
29.28000	-8097
29.29067	-8090
29.30133	-8084
29.31200	-8078
29.32267	-8072
29.33333	-8066
29.34400	-8060
29.35467	-8054
29.36533	-8050
29.37600	-8046
29.38667	-8043
29.39733	-8042
29.40800	-8040
29.41867	-8040
29.42933	-8041
29.44000	-8043
29.45067	-8046
29.46133	-8050
29.47200	-8055
29.48267	-8060
29.49333	-8065
29.50400	-8073
29.51467	-8081
29.52533	-8088
29.53600	-8098
29.54667	-8108
29.55733	-8118
29.56800	-8128
29.57867	-8139
29.58933	-8151
29.60000	-8164
29.61067	-8176
29.62133	-8188
29.63200	-8201
29.64267	-8214
29.65333	-8227
29.66400	-8241
29.67467	-8253
29.68533	-8265
29.69600	-8278
29.70667	-8290
29.71733	-8302
29.72800	-8313
29.73867	-8325
29.74933	-8338
29.76000	-8350
29.77067	-8362
29.78133	-8372
29.79200	-8381
29.80267	-8393
29.81333	-8403
29.82400	-8412
29.83467	-8420
29.84533	-8429
29.85600	-8438
29.86667	-8446
29.87733	-8454
29.88800	-8462
29.89867	-8468
29.90933	-8473
29.92000	-8479
29.93067	-8485
29.94133	-8489
29.95200	-8494
29.96267	-8498
29.97333	-8504
29.98400	-8509
29.99467	-8513
30.00533	-8518


