[Header]
Application Name	LabSolutions
15.41333	-3289
15.42400	-3291
15.43467	-3294
15.44533	-3295
15.45600	-3297
15.46667	-3300
15.47733	-3302
15.48800	-3304
15.49867	-3306
15.50933	-3306
15.52000	-3309
15.53067	-3312
15.54133	-3314
15.55200	-3315
15.56267	-3316
15.57333	-3319
15.58400	-3322
15.59467	-3325
15.60533	-3326
15.61600	-3328
15.62667	-3331
15.63733	-3334
15.64800	-3335
15.65867	-3338
15.66933	-3341
15.68000	-3343
15.69067	-3345
15.70133	-3348
15.71200	-3350
15.72267	-3352
15.73333	-3355
15.74400	-3357
15.75467	-3359
15.76533	-3361
15.77600	-3362
15.78667	-3364
15.79733	-3366
15.80800	-3367
15.81867	-3368
15.82933	-3370
15.84000	-3371
15.85067	-3373
15.86133	-3374
15.87200	-3376
15.88267	-3378
15.89333	-3380
15.90400	-3383
15.91467	-3385
15.92533	-3388
15.93600	-3390
15.94667	-3393
15.95733	-3396
15.96800	-3399
15.97867	-3402
15.98933	-3405
16.00000	-3409
16.01067	-3412
16.02133	-3415
16.03200	-3418
16.04267	-3420
16.05333	-3422
16.06400	-3424
16.07467	-3428
16.08533	-3431
16.09600	-3433
16.10667	-3435
16.11733	-3437
16.12800	-3440
16.13867	-3442
16.14933	-3443
16.16000	-3444
16.17067	-3445
16.18133	-3446
16.19200	-3447
16.20267	-3449
16.21333	-3451
16.22400	-3453
16.23467	-3455
16.24533	-3457
16.25600	-3460
16.26667	-3462
16.27733	-3464
16.28800	-3466
16.29867	-3468
16.30933	-3471
16.32000	-3473
16.33067	-3476
16.34133	-3480
16.35200	-3481
16.36267	-3483
16.37333	-3486
16.38400	-3489
16.39467	-3491
16.40533	-3494
16.41600	-3496
16.42667	-3499
16.43733	-3503
16.44800	-3505
16.45867	-3507
16.46933	-3509
16.48000	-3512
16.49067	-3514
16.50133	-3517
16.51200	-3520
16.52267	-3523
16.53333	-3524
16.54400	-3526
16.55467	-3528
16.56533	-3530
16.57600	-3532
16.58667	-3533
16.59733	-3534
16.60800	-3535
16.61867	-3537
16.62933	-3539
16.64000	-3540
16.65067	-3541
16.66133	-3542
16.67200	-3544
16.68267	-3545
16.69333	-3549
16.70400	-3551
16.71467	-3555
16.72533	-3559
16.73600	-3563
16.74667	-3566
16.75733	-3569
16.76800	-3571
16.77867	-3574
16.78933	-3576
16.80000	-3578
16.81067	-3582
16.82133	-3586
16.83200	-3589
16.84267	-3592
16.85333	-3595
16.86400	-3598
16.87467	-3600
16.88533	-3603
16.89600	-3605
16.90667	-3608
16.91733	-3612
16.92800	-3615
16.93867	-3617
16.94933	-3618
16.96000	-3621
16.97067	-3624
16.98133	-3627
16.99200	-3629
17.00267	-3631
17.01333	-3634
17.02400	-3636
17.03467	-3638
17.04533	-3640
17.05600	-3643
17.06667	-3646
17.07733	-3649
17.08800	-3652
17.09867	-3654
17.10933	-3656
17.12000	-3660
17.13067	-3662
17.14133	-3663
17.15200	-3666
17.16267	-3669
17.17333	-3671
17.18400	-3674
17.19467	-3676
17.20533	-3678
17.21600	-3680
17.22667	-3682
17.23733	-3686
17.24800	-3689
17.25867	-3691
17.26933	-3693
17.28000	-3696
17.29067	-3699
17.30133	-3701
17.31200	-3703
17.32267	-3705
17.33333	-3706
17.34400	-3709
17.35467	-3712
17.36533	-3714
17.37600	-3717
17.38667	-3720
17.39733	-3721
17.40800	-3722
17.41867	-3724
17.42933	-3726
17.44000	-3727
17.45067	-3729
17.46133	-3732
17.47200	-3735
17.48267	-3737
17.49333	-3740
17.50400	-3743
17.51467	-3746
17.52533	-3749
17.53600	-3753
17.54667	-3756
17.55733	-3758
17.56800	-3761
17.57867	-3764
17.58933	-3768
17.60000	-3770
17.61067	-3772
17.62133	-3775
17.63200	-3779
17.64267	-3782
17.65333	-3784
17.66400	-3787
17.67467	-3791
17.68533	-3794
17.69600	-3795
17.70667	-3797
17.71733	-3799
17.72800	-3802
17.73867	-3804
17.74933	-3806
17.76000	-3807
17.77067	-3809
17.78133	-3812
17.79200	-3815
17.80267	-3818
17.81333	-3820
17.82400	-3821
17.83467	-3822
17.84533	-3824
17.85600	-3826
17.86667	-3827
17.87733	-3829
17.88800	-3831
17.89867	-3833
17.90933	-3834
17.92000	-3836
17.93067	-3838
17.94133	-3839
17.95200	-3841
17.96267	-3843
17.97333	-3846
17.98400	-3848
17.99467	-3850
18.00533	-3853
18.01600	-3854
18.02667	-3856
18.03733	-3859
18.04800	-3863
18.05867	-3867
18.06933	-3870
18.08000	-3874
18.09067	-3877
18.10133	-3880
18.11200	-3882
18.12267	-3885
18.13333	-3888
18.14400	-3890
18.15467	-3893
18.16533	-3896
18.17600	-3898
18.18667	-3901
18.19733	-3904
18.20800	-3906
18.21867	-3908
18.22933	-3910
18.24000	-3912
18.25067	-3915
18.26133	-3917
18.27200	-3918
18.28267	-3920
18.29333	-3921
18.30400	-3923
18.31467	-3925
18.32533	-3927
18.33600	-3928
18.34667	-3929
18.35733	-3930
18.36800	-3931
18.37867	-3933
18.38933	-3935
18.40000	-3938
18.41067	-3940
18.42133	-3942
18.43200	-3945
18.44267	-3947
18.45333	-3950
18.46400	-3951
18.47467	-3952
18.48533	-3955
18.49600	-3957
18.50667	-3958
18.51733	-3959
18.52800	-3961
18.53867	-3963
18.54933	-3967
18.56000	-3969
18.57067	-3971
18.58133	-3974
18.59200	-3977
18.60267	-3980
18.61333	-3983
18.62400	-3985
18.63467	-3987
18.64533	-3989
18.65600	-3992
18.66667	-3995
18.67733	-3998
18.68800	-4001
18.69867	-4003
18.70933	-4006
18.72000	-4008
18.73067	-4010
18.74133	-4013
18.75200	-4015
18.76267	-4017
18.77333	-4019
18.78400	-4020
18.79467	-4021
18.80533	-4022
18.81600	-4023
18.82667	-4026
18.83733	-4028
18.84800	-4031
18.85867	-4033
18.86933	-4035
18.88000	-4036
18.89067	-4037
18.90133	-4039
18.91200	-4041
18.92267	-4043
18.93333	-4045
18.94400	-4046
18.95467	-4048
18.96533	-4051
18.97600	-4052
18.98667	-4055
18.99733	-4059
19.00800	-4062
19.01867	-4065
19.02933	-4068
19.04000	-4070
19.05067	-4071
19.06133	-4074
19.07200	-4076
19.08267	-4077
19.09333	-4080
19.10400	-4082
19.11467	-4083
19.12533	-4085
19.13600	-4087
19.14667	-4088
19.15733	-4090
19.16800	-4092
19.17867	-4094
19.18933	-4096
19.20000	-4098
19.21067	-4099
19.22133	-4101
19.23200	-4102
19.24267	-4102
19.25333	-4103
19.26400	-4104
19.27467	-4105
19.28533	-4105
19.29600	-4106
19.30667	-4105
19.31733	-4104
19.32800	-4103
19.33867	-4103
19.34933	-4104
19.36000	-4106
19.37067	-4108
19.38133	-4110
19.39200	-4111
19.40267	-4113
19.41333	-4115
19.42400	-4116
19.43467	-4117
19.44533	-4119
19.45600	-4122
19.46667	-4125
19.47733	-4128
19.48800	-4130
19.49867	-4133
19.50933	-4136
19.52000	-4139
19.53067	-4142
19.54133	-4144
19.55200	-4146
19.56267	-4148
19.57333	-4150
19.58400	-4151
19.59467	-4153
19.60533	-4154
19.61600	-4155
19.62667	-4156
19.63733	-4157
19.64800	-4158
19.65867	-4159
19.66933	-4160
19.68000	-4162
19.69067	-4163
19.70133	-4164
19.71200	-4165
19.72267	-4165
19.73333	-4165
19.74400	-4165
19.75467	-4168
19.76533	-4171
19.77600	-4173
19.78667	-4176
19.79733	-4178
19.80800	-4179
19.81867	-4180
19.82933	-4183
19.84000	-4185
19.85067	-4187
19.86133	-4189
19.87200	-4192
19.88267	-4193
19.89333	-4194
19.90400	-4195
19.91467	-4197
19.92533	-4198
19.93600	-4199
19.94667	-4200
19.95733	-4200
19.96800	-4202
19.97867	-4203
19.98933	-4204
20.00000	-4204
20.01067	-4204
20.02133	-4206
20.03200	-4207
20.04267	-4207
20.05333	-4208
20.06400	-4209
20.07467	-4209
20.08533	-4209
20.09600	-4209
20.10667	-4209
20.11733	-4210
20.12800	-4211
20.13867	-4212
20.14933	-4212
20.16000	-4212
20.17067	-4213
20.18133	-4216
20.19200	-4217
20.20267	-4218
20.21333	-4219
20.22400	-4219
20.23467	-4220
20.24533	-4221
20.25600	-4221
20.26667	-4222
20.27733	-4224
20.28800	-4225
20.29867	-4226
20.30933	-4226
20.32000	-4228
20.33067	-4229
20.34133	-4230
20.35200	-4230
20.36267	-4229
20.37333	-4229
20.38400	-4229
20.39467	-4229
20.40533	-4228
20.41600	-4227
20.42667	-4225
20.43733	-4223
20.44800	-4222
20.45867	-4221
20.46933	-4220
20.48000	-4219
20.49067	-4219
20.50133	-4218
20.51200	-4218
20.52267	-4218
20.53333	-4217
20.54400	-4216
20.55467	-4215
20.56533	-4216
20.57600	-4216
20.58667	-4216
20.59733	-4215
20.60800	-4215
20.61867	-4215
20.62933	-4216
20.64000	-4215
20.65067	-4214
20.66133	-4214
20.67200	-4214
20.68267	-4214
20.69333	-4214
20.70400	-4214
20.71467	-4214
20.72533	-4214
20.73600	-4213
20.74667	-4211
20.75733	-4211
20.76800	-4211
20.77867	-4211
20.78933	-4211
20.80000	-4213
20.81067	-4214
20.82133	-4212
20.83200	-4212
20.84267	-4211
20.85333	-4211
20.86400	-4211
20.87467	-4212
20.88533	-4212
20.89600	-4213
20.90667	-4212
20.91733	-4210
20.92800	-4209
20.93867	-4208
20.94933	-4207
20.96000	-4205
20.97067	-4203
20.98133	-4201
20.99200	-4199
21.00267	-4197
21.01333	-4196
21.02400	-4194
21.03467	-4192
21.04533	-4192
21.05600	-4191
21.06667	-4190
21.07733	-4190
21.08800	-4190
21.09867	-4189
21.10933	-4188
21.12000	-4187
21.13067	-4186
21.14133	-4185
21.15200	-4184
21.16267	-4183
21.17333	-4182
21.18400	-4181
21.19467	-4180
21.20533	-4179
21.21600	-4179
21.22667	-4178
21.23733	-4176
21.24800	-4174
21.25867	-4172
21.26933	-4169
21.28000	-4166
21.29067	-4164
21.30133	-4161
21.31200	-4157
21.32267	-4155
21.33333	-4153
21.34400	-4151
21.35467	-4149
21.36533	-4147
21.37600	-4144
21.38667	-4142
21.39733	-4140
21.40800	-4138
21.41867	-4135
21.42933	-4132
21.44000	-4130
21.45067	-4128
21.46133	-4125
21.47200	-4122
21.48267	-4119
21.49333	-4115
21.50400	-4111
21.51467	-4108
21.52533	-4103
21.53600	-4099
21.54667	-4096
21.55733	-4091
21.56800	-4087
21.57867	-4083
21.58933	-4079
21.60000	-4074
21.61067	-4069
21.62133	-4065
21.63200	-4060
21.64267	-4054
21.65333	-4049
21.66400	-4044
21.67467	-4039
21.68533	-4035
21.69600	-4030
21.70667	-4026
21.71733	-4022
21.72800	-4016
21.73867	-4012
21.74933	-4007
21.76000	-4003
21.77067	-3999
21.78133	-3995
21.79200	-3991
21.80267	-3988
21.81333	-3984
21.82400	-3981
21.83467	-3977
21.84533	-3973
21.85600	-3970
21.86667	-3967
21.87733	-3964
21.88800	-3961
21.89867	-3958
21.90933	-3955
21.92000	-3953
21.93067	-3950
21.94133	-3948
21.95200	-3946
21.96267	-3945
21.97333	-3942
21.98400	-3940
21.99467	-3937
22.00533	-3935
22.01600	-3933
22.02667	-3931
22.03733	-3931
22.04800	-3930
22.05867	-3930
22.06933	-3930
22.08000	-3929
22.09067	-3930
22.10133	-3931
22.11200	-3931
22.12267	-3930
22.13333	-3930
22.14400	-3931
22.15467	-3932
22.16533	-3935
22.17600	-3937
22.18667	-3938
22.19733	-3940
22.20800	-3942
22.21867	-3944
22.22933	-3946
22.24000	-3947
22.25067	-3949
22.26133	-3951
22.27200	-3952
22.28267	-3953
22.29333	-3954
22.30400	-3956
22.31467	-3958
22.32533	-3960
22.33600	-3962
22.34667	-3965
22.35733	-3967
22.36800	-3968
22.37867	-3969
22.38933	-3970
22.40000	-3973
22.41067	-3975
22.42133	-3977
22.43200	-3979
22.44267	-3980
22.45333	-3982
22.46400	-3982
22.47467	-3983
22.48533	-3985
22.49600	-3986
22.50667	-3987
22.51733	-3988
22.52800	-3988
22.53867	-3988
22.54933	-3988
22.56000	-3988
22.57067	-3988
22.58133	-3989
22.59200	-3990
22.60267	-3990
22.61333	-3988
22.62400	-3988
22.63467	-3988
22.64533	-3988
22.65600	-3987
22.66667	-3987
22.67733	-3988
22.68800	-3987
22.69867	-3985
22.70933	-3985
22.72000	-3986
22.73067	-3986
22.74133	-3986
22.75200	-3986
22.76267	-3984
22.77333	-3984
22.78400	-3985
22.79467	-3986
22.80533	-3988
22.81600	-3988
22.82667	-3989
22.83733	-3990
22.84800	-3992
22.85867	-3993
22.86933	-3994
22.88000	-3997
22.89067	-4002
22.90133	-4006
22.91200	-4010
22.92267	-4014
22.93333	-4018
22.94400	-4023
22.95467	-4027
22.96533	-4031
22.97600	-4035
22.98667	-4040
22.99733	-4044
23.00800	-4049
23.01867	-4054
23.02933	-4058
23.04000	-4064
23.05067	-4070
23.06133	-4076
23.07200	-4081
23.08267	-4086
23.09333	-4092
23.10400	-4098
23.11467	-4103
23.12533	-4108
23.13600	-4112
23.14667	-4117
23.15733	-4124
23.16800	-4131
23.17867	-4138
23.18933	-4144
23.20000	-4150
23.21067	-4156
23.22133	-4163
23.23200	-4170
23.24267	-4177
23.25333	-4184
23.26400	-4191
23.27467	-4198
23.28533	-4206
23.29600	-4214
23.30667	-4223
23.31733	-4232
23.32800	-4239
23.33867	-4246
23.34933	-4254
23.36000	-4261
23.37067	-4268
23.38133	-4275
23.39200	-4282
23.40267	-4289
23.41333	-4295
23.42400	-4302
23.43467	-4310
23.44533	-4317
23.45600	-4323
23.46667	-4331
23.47733	-4338
23.48800	-4346
23.49867	-4353
23.50933	-4359
23.52000	-4366
23.53067	-4374
23.54133	-4381
23.55200	-4388
23.56267	-4395
23.57333	-4403
23.58400	-4411
23.59467	-4418
23.60533	-4425
23.61600	-4431
23.62667	-4437
23.63733	-4444
23.64800	-4451
23.65867	-4458
23.66933	-4464
23.68000	-4470
23.69067	-4476
23.70133	-4482
23.71200	-4488
23.72267	-4495
23.73333	-4501
23.74400	-4507
23.75467	-4514
23.76533	-4518
23.77600	-4523
23.78667	-4528
23.79733	-4533
23.80800	-4537
23.81867	-4541
23.82933	-4546
23.84000	-4550
23.85067	-4555
23.86133	-4560
23.87200	-4564
23.88267	-4569
23.89333	-4575
23.90400	-4581
23.91467	-4587
23.92533	-4592
23.93600	-4597
23.94667	-4603
23.95733	-4609
23.96800	-4615
23.97867	-4620
23.98933	-4625
24.00000	-4630
24.01067	-4635
24.02133	-4641
24.03200	-4646
24.04267	-4651
24.05333	-4655
24.06400	-4660
24.07467	-4665
24.08533	-4669
24.09600	-4674
24.10667	-4679
24.11733	-4684
24.12800	-4689
24.13867	-4694
24.14933	-4700
24.16000	-4705
24.17067	-4710
24.18133	-4715
24.19200	-4721
24.20267	-4727
24.21333	-4732
24.22400	-4738
24.23467	-4743
24.24533	-4748
24.25600	-4753
24.26667	-4758
24.27733	-4763
24.28800	-4769
24.29867	-4775
24.30933	-4781
24.32000	-4786
24.33067	-4792
24.34133	-4798
24.35200	-4804
24.36267	-4809
24.37333	-4814
24.38400	-4820
24.39467	-4827
24.40533	-4833
24.41600	-4839
24.42667	-4843
24.43733	-4848
24.44800	-4854
24.45867	-4860
24.46933	-4865
24.48000	-4870
24.49067	-4875
24.50133	-4880
24.51200	-4885
24.52267	-4889
24.53333	-4894
24.54400	-4898
24.55467	-4903
24.56533	-4908
24.57600	-4912
24.58667	-4917
24.59733	-4922
24.60800	-4926
24.61867	-4930
24.62933	-4935
24.64000	-4939
24.65067	-4943
24.66133	-4948
24.67200	-4952
24.68267	-4956
24.69333	-4959
24.70400	-4962
24.71467	-4966
24.72533	-4970
24.73600	-4972
24.74667	-4975
24.75733	-4978
24.76800	-4982
24.77867	-4985
24.78933	-4989
24.80000	-4993
24.81067	-4995
24.82133	-4998
24.83200	-5003
24.84267	-5008
24.85333	-5012
24.86400	-5016
24.87467	-5021
24.88533	-5025
24.89600	-5029
24.90667	-5033
24.91733	-5037
24.92800	-5041
24.93867	-5046
24.94933	-5050
24.96000	-5054
24.97067	-5057
24.98133	-5060
24.99200	-5062
25.00267	-5054
25.01333	-5051
25.02400	-5063
25.03467	-5072
25.04533	-5079
25.05600	-5086
25.06667	-5091
25.07733	-5097
25.08800	-5103
25.09867	-5107
25.10933	-5112
25.12000	-5117
25.13067	-5120
25.14133	-5123
25.15200	-5127
25.16267	-5132
25.17333	-5135
25.18400	-5138
25.19467	-5142
25.20533	-5145
25.21600	-5148
25.22667	-5151
25.23733	-5155
25.24800	-5159
25.25867	-5161
25.26933	-5164
25.28000	-5167
25.29067	-5170
25.30133	-5174
25.31200	-5178
25.32267	-5183
25.33333	-5187
25.34400	-5191
25.35467	-5195
25.36533	-5200
25.37600	-5203
25.38667	-5207
25.39733	-5212
25.40800	-5217
25.41867	-5220
25.42933	-5222
25.44000	-5225
25.45067	-5229
25.46133	-5233
25.47200	-5237
25.48267	-5240
25.49333	-5242
25.50400	-5245
25.51467	-5248
25.52533	-5251
25.53600	-5256
25.54667	-5260
25.55733	-5264
25.56800	-5268
25.57867	-5271
25.58933	-5274
25.60000	-5276
25.61067	-5279
25.62133	-5283
25.63200	-5287
25.64267	-5291
25.65333	-5294
25.66400	-5298
25.67467	-5303
25.68533	-5307
25.69600	-5311
25.70667	-5314
25.71733	-5318
25.72800	-5321
25.73867	-5324
25.74933	-5326
25.76000	-5330
25.77067	-5334
25.78133	-5338
25.79200	-5340
25.80267	-5343
25.81333	-5346
25.82400	-5348
25.83467	-5351
25.84533	-5353
25.85600	-5355
25.86667	-5356
25.87733	-5359
25.88800	-5362
25.89867	-5364
25.90933	-5367
25.92000	-5369
25.93067	-5370
25.94133	-5372
25.95200	-5374
25.96267	-5377
25.97333	-5380
25.98400	-5383
25.99467	-5385
26.00533	-5389
26.01600	-5394
26.02667	-5398
26.03733	-5400
26.04800	-5403
26.05867	-5406
26.06933	-5409
26.08000	-5411
26.09067	-5413
26.10133	-5416
26.11200	-5419
26.12267	-5421
26.13333	-5424
26.14400	-5426
26.15467	-5427
26.16533	-5429
26.17600	-5430
26.18667	-5433
26.19733	-5435
26.20800	-5437
26.21867	-5438
26.22933	-5441
26.24000	-5444
26.25067	-5445
26.26133	-5447
26.27200	-5450
26.28267	-5452
26.29333	-5454
26.30400	-5457
26.31467	-5460
26.32533	-5462
26.33600	-5463
26.34667	-5466
26.35733	-5468
26.36800	-5470
26.37867	-5472
26.38933	-5474
26.40000	-5477
26.41067	-5479
26.42133	-5481
26.43200	-5483
26.44267	-5484
26.45333	-5486
26.46400	-5490
26.47467	-5493
26.48533	-5494
26.49600	-5497
26.50667	-5501
26.51733	-5504
26.52800	-5506
26.53867	-5508
26.54933	-5511
26.56000	-5513
26.57067	-5514
26.58133	-5516
26.59200	-5518
26.60267	-5520
26.61333	-5522
26.62400	-5525
26.63467	-5528
26.64533	-5531
26.65600	-5535
26.66667	-5538
26.67733	-5541
26.68800	-5545
26.69867	-5549
26.70933	-5553
26.72000	-5556
26.73067	-5558
26.74133	-5561
26.75200	-5566
26.76267	-5570
26.77333	-5573
26.78400	-5577
26.79467	-5580
26.80533	-5583
26.81600	-5586
26.82667	-5589
26.83733	-5590
26.84800	-5592
26.85867	-5596
26.86933	-5599
26.88000	-5600
26.89067	-5601
26.90133	-5602
26.91200	-5604
26.92267	-5604
26.93333	-5605
26.94400	-5607
26.95467	-5609
26.96533	-5610
26.97600	-5612
26.98667	-5614
26.99733	-5615
27.00800	-5617
27.01867	-5620
27.02933	-5623
27.04000	-5625
27.05067	-5626
27.06133	-5628
27.07200	-5630
27.08267	-5633
27.09333	-5635
27.10400	-5637
27.11467	-5639
27.12533	-5641
27.13600	-5643
27.14667	-5645
27.15733	-5646
27.16800	-5648
27.17867	-5650
27.18933	-5652
27.20000	-5654
27.21067	-5654
27.22133	-5657
27.23200	-5660
27.24267	-5663
27.25333	-5664
27.26400	-5667
27.27467	-5670
27.28533	-5673
27.29600	-5676
27.30667	-5678
27.31733	-5680
27.32800	-5682
27.33867	-5685
27.34933	-5687
27.36000	-5691
27.37067	-5695
27.38133	-5696
27.39200	-5698
27.40267	-5701
27.41333	-5703
27.42400	-5705
27.43467	-5708
27.44533	-5711
27.45600	-5713
27.46667	-5715
27.47733	-5717
27.48800	-5719
27.49867	-5720
27.50933	-5722
27.52000	-5724
27.53067	-5726
27.54133	-5730
27.55200	-5732
27.56267	-5734
27.57333	-5736
27.58400	-5738
27.59467	-5741
27.60533	-5744
27.61600	-5746
27.62667	-5747
27.63733	-5749
27.64800	-5750
27.65867	-5751
27.66933	-5752
27.68000	-5754
27.69067	-5756
27.70133	-5758
27.71200	-5759
27.72267	-5761
27.73333	-5763
27.74400	-5765
27.75467	-5769
27.76533	-5771
27.77600	-5773
27.78667	-5774
27.79733	-5776
27.80800	-5778
27.81867	-5779
27.82933	-5781
27.84000	-5783
27.85067	-5784
27.86133	-5786
27.87200	-5788
27.88267	-5788
27.89333	-5790
27.90400	-5792
27.91467	-5794
27.92533	-5796
27.93600	-5799
27.94667	-5801
27.95733	-5804
27.96800	-5808
27.97867	-5810
27.98933	-5813
28.00000	-5815
28.01067	-5816
28.02133	-5819
28.03200	-5822
28.04267	-5825
28.05333	-5829
28.06400	-5832
28.07467	-5835
28.08533	-5837
28.09600	-5839
28.10667	-5842
28.11733	-5844
28.12800	-5847
28.13867	-5850
28.14933	-5853
28.16000	-5855
28.17067	-5858
28.18133	-5861
28.19200	-5863
28.20267	-5864
28.21333	-5864
28.22400	-5865
28.23467	-5867
28.24533	-5868
28.25600	-5869
28.26667	-5870
28.27733	-5872
28.28800	-5873
28.29867	-5874
28.30933	-5877
28.32000	-5880
28.33067	-5883
28.34133	-5885
28.35200	-5886
28.36267	-5889
28.37333	-5891
28.38400	-5894
28.39467	-5896
28.40533	-5898
28.41600	-5899
28.42667	-5902
28.43733	-5905
28.44800	-5906
28.45867	-5909
28.46933	-5912
28.48000	-5914
28.49067	-5915
28.50133	-5916
28.51200	-5918
28.52267	-5921
28.53333	-5924
28.54400	-5927
28.55467	-5929
28.56533	-5931
28.57600	-5935
28.58667	-5938
28.59733	-5940
28.60800	-5941
28.61867	-5943
28.62933	-5945
28.64000	-5947
28.65067	-5950
28.66133	-5953
28.67200	-5955
28.68267	-5958
28.69333	-5961
28.70400	-5963
28.71467	-5965
28.72533	-5968
28.73600	-5971
28.74667	-5974
28.75733	-5976
28.76800	-5979
28.77867	-5982
28.78933	-5984
28.80000	-5985
28.81067	-5988
28.82133	-5990
28.83200	-5992
28.84267	-5994
28.85333	-5997
28.86400	-5999
28.87467	-6001
28.88533	-6005
28.89600	-6008
28.90667	-6011
28.91733	-6014
28.92800	-6017
28.93867	-6019
28.94933	-6022
28.96000	-6024
28.97067	-6028
28.98133	-6030
28.99200	-6033
29.00267	-6035
29.01333	-6037
29.02400	-6040
29.03467	-6042
29.04533	-6045
29.05600	-6047
29.06667	-6048
29.07733	-6049
29.08800	-6050
29.09867	-6052
29.10933	-6053
29.12000	-6055
29.13067	-6056
29.14133	-6057
29.15200	-6060
29.16267	-6061
29.17333	-6062
29.18400	-6064
29.19467	-6067
29.20533	-6068
29.21600	-6069
29.22667	-6071
29.23733	-6074
29.24800	-6075
29.25867	-6077
29.26933	-6080
29.28000	-6082
29.29067	-6084
29.30133	-6086
29.31200	-6088
29.32267	-6090
29.33333	-6092
29.34400	-6095
29.35467	-6098
29.36533	-6100
29.37600	-6102
29.38667	-6105
29.39733	-6107
29.40800	-6109
29.41867	-6110
29.42933	-6112
29.44000	-6115
29.45067	-6117
29.46133	-6117
29.47200	-6120
29.48267	-6122
29.49333	-6124
29.50400	-6125
29.51467	-6128
29.52533	-6130
29.53600	-6131
29.54667	-6132
29.55733	-6133
29.56800	-6136
29.57867	-6138
29.58933	-6140
29.60000	-6141
29.61067	-6143
29.62133	-6145
29.63200	-6146
29.64267	-6148
29.65333	-6150
29.66400	-6151
29.67467	-6153
29.68533	-6155
29.69600	-6157
29.70667	-6160
29.71733	-6163
29.72800	-6166
29.73867	-6169
29.74933	-6171
29.76000	-6174
29.77067	-6176
29.78133	-6178
29.79200	-6180
29.80267	-6181
29.81333	-6184
29.82400	-6185
29.83467	-6187
29.84533	-6189
29.85600	-6191
29.86667	-6195
29.87733	-6197
29.88800	-6198
29.89867	-6200
29.90933	-6202
29.92000	-6204
29.93067	-6205
29.94133	-6207
29.95200	-6209
29.96267	-6211
29.97333	-6212
29.98400	-6214
29.99467	-6216
30.00533	-6217


